@relation 'XXXXXXL2 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzly-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R2-precision6'

@attribute 'kwota kredytu' numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {mezczyzna,kobieta}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'status pozyczki' {dobry,zly}

@data
300,'\'(42.8-55.2]\'',kobieta,98,911,2,97,48,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1300,1,5,6,dobry
300,'\'(-inf-30.4]\'',kobieta,12,1500,1,1,1,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,2,161,48,dobry
600,'\'(67.6-inf)\'',mezczyzna,13,2547,0,194,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,16,1528,0,378,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,992.84,2,120,48,dobry
600,'\'(55.2-67.6]\'',kobieta,13,1400,2,247,48,dobry
250,'\'(67.6-inf)\'',kobieta,13,1294,0,121,48,dobry
200,'\'(42.8-55.2]\'',kobieta,99,1100,1,49,0,dobry
800,'\'(42.8-55.2]\'',mezczyzna,13,2800,1,149,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1150,0,137,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,2040,1,143,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1125,0,124,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,960,2,139,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,1374.08,0,70,48,dobry
662.69,'\'(-inf-30.4]\'',mezczyzna,11,2837,0,125,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1175,0,114,48,dobry
300,'\'(42.8-55.2]\'',kobieta,16,1072.89,2,121,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1042,1,2,0,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1382,1,19,5,dobry
200,'\'(30.4-42.8]\'',kobieta,11,1037.34,2,59,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1239.98,0,256,48,dobry
400,'\'(42.8-55.2]\'',kobieta,98,2200,2,23,48,dobry
396.61,'\'(55.2-67.6]\'',mezczyzna,13,1500,2,21,48,dobry
600,'\'(30.4-42.8]\'',mezczyzna,11,2002,0,62,48,zly
300,'\'(55.2-67.6]\'',kobieta,16,634.64,1,135,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1014,0,183,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1493.98,1,363,48,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1032,2,36,5,dobry
380.59,'\'(30.4-42.8]\'',kobieta,17,646,0,52,3,zly
820.86,'\'(30.4-42.8]\'',mezczyzna,11,2100,1,285,48,dobry
356.29,'\'(55.2-67.6]\'',kobieta,13,782,0,192,48,zly
800,'\'(55.2-67.6]\'',kobieta,13,580,2,118,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,599.03,1,17,2,dobry
400,'\'(55.2-67.6]\'',kobieta,13,634.64,0,258,48,zly
400,'\'(55.2-67.6]\'',mezczyzna,13,889.38,0,5,48,zly
700,'\'(30.4-42.8]\'',mezczyzna,12,5000,0,3,3,zly
300,'\'(67.6-inf)\'',kobieta,13,1000,1,62,48,dobry
450,'\'(67.6-inf)\'',kobieta,13,720.08,0,243,48,zly
800,'\'(42.8-55.2]\'',kobieta,13,3440,2,49,48,dobry
200,'\'(30.4-42.8]\'',kobieta,11,718.57,0,79,48,zly
400,'\'(30.4-42.8]\'',kobieta,11,800.51,1,17,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1133.37,0,395,48,zly
500,'\'(30.4-42.8]\'',kobieta,12,1520.01,0,27,41,zly
499.98,'\'(30.4-42.8]\'',mezczyzna,11,2200,2,84,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,2500,1,234,48,dobry
600,'\'(-inf-30.4]\'',mezczyzna,12,1300,2,25,17,dobry
300,'\'(42.8-55.2]\'',mezczyzna,17,798.8,2,148,4,dobry
500,'\'(42.8-55.2]\'',mezczyzna,12,1038,0,30,17,zly
300,'\'(55.2-67.6]\'',kobieta,16,799.4,0,128,48,zly
400,'\'(55.2-67.6]\'',mezczyzna,16,1473.04,1,165,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,670.8,0,3,5,zly
500,'\'(55.2-67.6]\'',mezczyzna,11,1250,2,63,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,750,0,29,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,2110,2,100,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,930,1,29,48,zly
231.22,'\'(42.8-55.2]\'',mezczyzna,12,1000,2,10,30,zly
300,'\'(55.2-67.6]\'',kobieta,13,1658,2,27,48,dobry
200,'\'(42.8-55.2]\'',kobieta,16,749.28,2,63,48,dobry
250,'\'(67.6-inf)\'',kobieta,13,1016,0,189,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,3200,2,52,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,3100,2,120,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,2700,2,120,48,dobry
393.99,'\'(55.2-67.6]\'',mezczyzna,11,2947,2,51,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1027.22,0,1,2,zly
300,'\'(30.4-42.8]\'',mezczyzna,11,2100,2,62,48,dobry
400,'\'(67.6-inf)\'',kobieta,16,980,2,130,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,960,0,4,48,zly
412.72,'\'(30.4-42.8]\'',kobieta,11,1400,1,100,48,dobry
694,'\'(30.4-42.8]\'',kobieta,11,1900,2,208,48,dobry
200,'\'(30.4-42.8]\'',mezczyzna,12,950,1,5,10,zly
328,'\'(55.2-67.6]\'',mezczyzna,12,1000,2,10,1,dobry
328.32,'\'(42.8-55.2]\'',kobieta,12,1000,2,30,0,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1900,2,87,48,dobry
600,'\'(55.2-67.6]\'',mezczyzna,11,3335,2,436,48,dobry
377.69,'\'(30.4-42.8]\'',kobieta,11,1087,1,239,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,16,639.31,0,250,48,zly
700,'\'(55.2-67.6]\'',kobieta,13,2066,2,128,48,dobry
253.12,'\'(55.2-67.6]\'',kobieta,13,975,2,25,48,dobry
1000,'\'(30.4-42.8]\'',mezczyzna,11,2424.72,0,65,48,zly
500,'\'(42.8-55.2]\'',mezczyzna,11,2094.17,0,241,48,zly
1000,'\'(42.8-55.2]\'',kobieta,11,2575.31,0,193,48,zly
500,'\'(55.2-67.6]\'',mezczyzna,11,2250.05,0,176,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,12,1100,2,20,16,dobry
700,'\'(55.2-67.6]\'',kobieta,13,1977,0,53,48,dobry
200,'\'(30.4-42.8]\'',kobieta,11,993.48,0,165,48,zly
200,'\'(67.6-inf)\'',kobieta,13,1134.96,2,161,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1287.66,1,95,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1538,2,100,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,1426,2,76,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,12,1200,0,0,24,zly
300,'\'(42.8-55.2]\'',kobieta,98,980,1,7,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,670,2,7,5,dobry
500,'\'(42.8-55.2]\'',mezczyzna,98,3178,2,201,48,dobry
517.26,'\'(55.2-67.6]\'',kobieta,13,1801.41,2,35,48,dobry
1100,'\'(30.4-42.8]\'',mezczyzna,11,2875.71,2,279,48,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1030,0,19,5,zly
200,'\'(67.6-inf)\'',kobieta,13,1026,2,248,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1185.33,2,225,48,dobry
900,'\'(30.4-42.8]\'',kobieta,11,2200,0,35,48,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,957.2,1,197,48,dobry
336.83,'\'(55.2-67.6]\'',kobieta,13,815,1,144,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,840,0,112,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,933.05,0,84,48,zly
1000,'\'(55.2-67.6]\'',kobieta,16,1820,0,23,48,zly
285.97,'\'(30.4-42.8]\'',kobieta,98,1200,2,44,48,dobry
200,'\'(30.4-42.8]\'',kobieta,12,1032.34,2,2,9,dobry
1000,'\'(-inf-30.4]\'',mezczyzna,11,1510.08,0,14,48,zly
300,'\'(30.4-42.8]\'',kobieta,12,1027,2,6,48,dobry
277.34,'\'(30.4-42.8]\'',kobieta,11,1770,2,86,48,dobry
800,'\'(55.2-67.6]\'',kobieta,13,3700,2,24,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,11,1032,0,24,48,zly
400,'\'(30.4-42.8]\'',mezczyzna,11,3500,2,26,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1400,2,116,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,763,2,92,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1083.23,0,96,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,13,1272,1,14,48,dobry
250,'\'(55.2-67.6]\'',mezczyzna,99,685,2,3,0,dobry
200,'\'(67.6-inf)\'',mezczyzna,13,1519,0,255,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,803.86,2,157,48,dobry
800,'\'(-inf-30.4]\'',mezczyzna,12,1743,0,11,5,zly
500,'\'(55.2-67.6]\'',mezczyzna,12,961,0,76,5,zly
400,'\'(55.2-67.6]\'',mezczyzna,13,1193.65,1,7,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1566.82,0,352,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,12,1032.34,0,15,17,zly
200,'\'(55.2-67.6]\'',kobieta,13,1031,0,120,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1149.06,1,161,48,dobry
400,'\'(67.6-inf)\'',kobieta,13,1412,2,204,48,dobry
381.29,'\'(55.2-67.6]\'',mezczyzna,13,1591,2,75,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,755.1,1,133,48,dobry
327,'\'(42.8-55.2]\'',kobieta,11,2065.98,2,179,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1400,1,7,17,dobry
800,'\'(30.4-42.8]\'',mezczyzna,12,1500,0,31,5,dobry
789.27,'\'(55.2-67.6]\'',kobieta,13,860,2,78,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1079,0,177,48,zly
400,'\'(42.8-55.2]\'',kobieta,11,2800,2,58,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1167.94,0,372,48,dobry
700,'\'(67.6-inf)\'',mezczyzna,13,2802,2,248,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,16,1045,1,200,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,17,1485,2,143,46,zly
200,'\'(-inf-30.4]\'',mezczyzna,12,1035,0,1,0,zly
300,'\'(30.4-42.8]\'',mezczyzna,11,1300,2,43,48,dobry
800,'\'(42.8-55.2]\'',kobieta,12,1792,0,157,1,zly
200,'\'(55.2-67.6]\'',mezczyzna,13,1162,2,222,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1094,1,184,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1635,2,119,48,dobry
1000,'\'(30.4-42.8]\'',mezczyzna,98,30000,0,73,48,zly
300,'\'(30.4-42.8]\'',kobieta,11,1033.52,0,76,48,zly
300,'\'(55.2-67.6]\'',kobieta,13,917,0,75,48,dobry
600,'\'(55.2-67.6]\'',kobieta,13,2120,2,118,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,985.9,0,89,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,16,1313.41,2,25,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1233,1,122,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,1611,0,141,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,819,0,55,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,714,3,223,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,3000,2,92,48,dobry
470.41,'\'(55.2-67.6]\'',kobieta,13,919,2,141,48,zly
600,'\'(30.4-42.8]\'',kobieta,98,5000,1,83,48,dobry
250,'\'(30.4-42.8]\'',mezczyzna,12,700,2,7,17,dobry
500,'\'(67.6-inf)\'',kobieta,13,951,2,162,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1013.74,2,112,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1500,1,84,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1145.25,0,21,48,zly
300,'\'(30.4-42.8]\'',kobieta,11,1200,2,190,48,zly
521.49,'\'(55.2-67.6]\'',kobieta,13,1525.46,2,34,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,5100,2,26,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,11,2327.94,0,33,48,dobry
241.15,'\'(42.8-55.2]\'',mezczyzna,12,1030,2,6,18,dobry
600,'\'(42.8-55.2]\'',mezczyzna,11,2000,0,49,48,dobry
900,'\'(42.8-55.2]\'',kobieta,16,2300,3,61,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,1796,0,315,48,zly
400,'\'(30.4-42.8]\'',kobieta,12,660,2,9,28,dobry
300,'\'(42.8-55.2]\'',kobieta,12,1009.34,1,27,41,dobry
200,'\'(42.8-55.2]\'',mezczyzna,12,1030,2,7,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,12,1600,0,32,28,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1425,0,78,48,dobry
281.29,'\'(42.8-55.2]\'',kobieta,12,1350,2,20,4,dobry
200,'\'(-inf-30.4]\'',mezczyzna,12,1000,3,9,15,dobry
600,'\'(42.8-55.2]\'',kobieta,12,1675,2,7,4,dobry
500,'\'(55.2-67.6]\'',kobieta,13,717.96,0,80,48,zly
700,'\'(-inf-30.4]\'',mezczyzna,12,1800,2,8,0,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1227,0,0,11,zly
200,'\'(55.2-67.6]\'',kobieta,13,856,2,56,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,2700,1,7,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,13,1300,1,77,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,1684,2,18,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,11,1800,0,160,48,dobry
498.47,'\'(30.4-42.8]\'',kobieta,12,1600,2,12,0,dobry
200,'\'(67.6-inf)\'',kobieta,13,616,2,247,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,12,900,0,5,1,zly
200,'\'(55.2-67.6]\'',kobieta,13,984,1,8,48,dobry
700,'\'(55.2-67.6]\'',kobieta,13,1650,0,128,48,zly
275.97,'\'(30.4-42.8]\'',kobieta,11,1000,2,60,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,2324,0,43,48,zly
445.67,'\'(42.8-55.2]\'',mezczyzna,12,1574.45,1,29,6,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,1700,2,37,48,dobry
600,'\'(42.8-55.2]\'',kobieta,12,830.46,1,43,29,dobry
200,'\'(55.2-67.6]\'',kobieta,16,634,1,49,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1160,0,212,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,1500,2,44,48,dobry
250,'\'(55.2-67.6]\'',mezczyzna,16,633.56,2,110,48,zly
200,'\'(67.6-inf)\'',mezczyzna,13,910.33,2,163,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,2139,0,84,48,zly
400,'\'(30.4-42.8]\'',kobieta,11,1433,0,160,48,zly
227.13,'\'(42.8-55.2]\'',kobieta,12,2000,2,7,19,dobry
200,'\'(55.2-67.6]\'',kobieta,16,703,2,24,48,dobry
900,'\'(55.2-67.6]\'',kobieta,17,684,2,190,22,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1200,0,2,21,zly
400,'\'(30.4-42.8]\'',mezczyzna,99,761,0,0,12,zly
500,'\'(67.6-inf)\'',kobieta,13,640,0,138,48,dobry
1000,'\'(55.2-67.6]\'',mezczyzna,13,3519,0,109,48,zly
200,'\'(67.6-inf)\'',kobieta,13,965,2,246,48,dobry
1569.98,'\'(42.8-55.2]\'',mezczyzna,11,2353,2,98,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,802.83,2,202,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1137.19,2,95,48,dobry
800,'\'(55.2-67.6]\'',mezczyzna,11,1000,2,62,48,dobry
1000,'\'(67.6-inf)\'',kobieta,13,2421.55,2,246,48,dobry
1000,'\'(55.2-67.6]\'',mezczyzna,13,3600,1,85,48,dobry
350,'\'(55.2-67.6]\'',mezczyzna,13,1601.87,1,43,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,1239,2,272,48,dobry
900,'\'(30.4-42.8]\'',mezczyzna,11,2215,0,206,48,zly
200,'\'(55.2-67.6]\'',kobieta,13,1100,1,41,48,dobry
500,'\'(30.4-42.8]\'',kobieta,11,950,0,179,48,zly
400,'\'(30.4-42.8]\'',mezczyzna,11,1261.98,2,34,48,dobry
300,'\'(67.6-inf)\'',kobieta,16,1138.01,0,4,48,zly
350,'\'(55.2-67.6]\'',mezczyzna,16,837,1,232,48,dobry
200,'\'(42.8-55.2]\'',kobieta,12,990.34,1,54,18,dobry
800,'\'(55.2-67.6]\'',kobieta,13,930,3,130,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,3170,2,287,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,600,3,7,20,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1459,0,7,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1130,2,102,48,dobry
200,'\'(42.8-55.2]\'',kobieta,16,906.07,0,10,48,zly
300,'\'(-inf-30.4]\'',mezczyzna,12,1400,1,10,23,dobry
300,'\'(42.8-55.2]\'',mezczyzna,11,2100,1,49,48,dobry
235.97,'\'(55.2-67.6]\'',kobieta,13,1428.55,2,137,48,dobry
500,'\'(42.8-55.2]\'',kobieta,16,655,2,29,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,11,1800,2,165,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1474.55,1,64,48,dobry
200,'\'(42.8-55.2]\'',kobieta,11,1617.68,1,84,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,13,1768.93,2,271,48,zly
200,'\'(42.8-55.2]\'',mezczyzna,11,1400,2,12,48,dobry
900,'\'(42.8-55.2]\'',kobieta,11,5800,2,53,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,12,1440,0,3,8,zly
265.58,'\'(55.2-67.6]\'',kobieta,13,1189,2,68,48,dobry
400,'\'(55.2-67.6]\'',kobieta,11,1172.2,2,35,48,dobry
500,'\'(55.2-67.6]\'',kobieta,16,1340,2,161,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,1672.59,1,20,48,dobry
350,'\'(42.8-55.2]\'',kobieta,17,1031,1,50,10,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1000,2,66,48,dobry
200,'\'(55.2-67.6]\'',kobieta,16,931.37,0,212,48,zly
400,'\'(55.2-67.6]\'',kobieta,13,1817.24,1,16,48,dobry
900,'\'(55.2-67.6]\'',mezczyzna,11,1510,2,166,48,dobry
1000,'\'(42.8-55.2]\'',kobieta,12,1000,0,52,20,zly
500,'\'(30.4-42.8]\'',kobieta,12,1033,0,1,0,zly
250,'\'(30.4-42.8]\'',kobieta,12,1200,0,3,6,zly
300,'\'(55.2-67.6]\'',kobieta,13,997,2,78,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,1212,2,52,48,dobry
300,'\'(55.2-67.6]\'',kobieta,11,1680,2,388,48,dobry
200,'\'(55.2-67.6]\'',kobieta,13,720.19,0,92,48,dobry
1283.66,'\'(42.8-55.2]\'',kobieta,11,1638,0,316,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,1700,2,88,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1442.43,3,141,48,dobry
600,'\'(55.2-67.6]\'',kobieta,11,1400,2,163,48,dobry
600,'\'(42.8-55.2]\'',kobieta,11,2800,2,321,48,dobry
369.53,'\'(67.6-inf)\'',kobieta,13,3541.9,0,126,48,dobry
500,'\'(-inf-30.4]\'',kobieta,11,2100,1,20,48,dobry
600,'\'(30.4-42.8]\'',kobieta,11,1290,2,17,48,dobry
300,'\'(30.4-42.8]\'',mezczyzna,12,1884.29,0,18,5,dobry
200,'\'(67.6-inf)\'',kobieta,13,730,1,566,48,dobry
500,'\'(42.8-55.2]\'',kobieta,11,1542.33,0,280,48,zly
400,'\'(30.4-42.8]\'',mezczyzna,11,2284.23,0,301,48,dobry
200,'\'(67.6-inf)\'',kobieta,16,959.6,2,115,48,dobry
200,'\'(-inf-30.4]\'',mezczyzna,99,1393.85,1,2,0,dobry
717.26,'\'(55.2-67.6]\'',mezczyzna,13,2010,1,137,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,13,12220,1,70,48,dobry
1000,'\'(30.4-42.8]\'',mezczyzna,11,2700,0,145,48,zly
500,'\'(55.2-67.6]\'',kobieta,16,892,1,201,48,dobry
200,'\'(42.8-55.2]\'',mezczyzna,11,1360,3,119,48,dobry
295.97,'\'(42.8-55.2]\'',kobieta,12,1050,1,31,4,dobry
300,'\'(30.4-42.8]\'',kobieta,12,1200,2,7,7,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1210,1,138,48,dobry
700,'\'(42.8-55.2]\'',mezczyzna,11,3200,2,190,48,dobry
450,'\'(42.8-55.2]\'',kobieta,16,1045.6,3,10,48,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1350,1,110,48,dobry
600,'\'(42.8-55.2]\'',mezczyzna,11,1800,2,126,48,zly
300,'\'(30.4-42.8]\'',kobieta,12,1200,0,0,24,zly
500,'\'(55.2-67.6]\'',kobieta,11,2249.14,2,242,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,785,2,63,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,13,1688.82,1,98,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,11,1400,0,22,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,11,4000,3,8,48,dobry
300,'\'(-inf-30.4]\'',mezczyzna,12,1037.34,1,18,5,dobry
300,'\'(-inf-30.4]\'',mezczyzna,99,750,2,2,3,dobry
300,'\'(55.2-67.6]\'',kobieta,13,611,1,139,48,dobry
700,'\'(67.6-inf)\'',mezczyzna,13,2098,2,198,48,dobry
500,'\'(-inf-30.4]\'',mezczyzna,11,1585,0,2,48,zly
500,'\'(67.6-inf)\'',mezczyzna,13,1700,2,12,48,dobry
300,'\'(67.6-inf)\'',mezczyzna,13,940,2,52,48,zly
500,'\'(42.8-55.2]\'',kobieta,11,1700,2,308,48,dobry
800,'\'(-inf-30.4]\'',kobieta,12,1600,0,73,41,zly
400,'\'(55.2-67.6]\'',mezczyzna,11,1842.86,1,5,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,13,3900,3,28,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,16,461.6,0,383,48,zly
426.61,'\'(42.8-55.2]\'',kobieta,11,2470,3,357,48,dobry
500,'\'(42.8-55.2]\'',mezczyzna,11,1320,2,345,48,dobry
400,'\'(30.4-42.8]\'',kobieta,11,1239.05,0,205,48,dobry
400,'\'(55.2-67.6]\'',mezczyzna,13,1261.6,2,52,48,dobry
700,'\'(30.4-42.8]\'',mezczyzna,12,3000,0,5,4,dobry
300,'\'(55.2-67.6]\'',kobieta,13,1240,3,69,48,dobry
500,'\'(55.2-67.6]\'',kobieta,13,936,0,29,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1026,3,249,48,dobry
400,'\'(42.8-55.2]\'',mezczyzna,12,1952.35,2,2,9,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1400,3,23,48,dobry
1800,'\'(67.6-inf)\'',mezczyzna,13,2612,1,80,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1170,1,77,48,dobry
300,'\'(42.8-55.2]\'',kobieta,11,1077.49,2,375,48,dobry
600,'\'(-inf-30.4]\'',mezczyzna,12,2187.11,0,30,5,zly
496.61,'\'(30.4-42.8]\'',kobieta,11,2927,1,202,48,dobry
800,'\'(55.2-67.6]\'',mezczyzna,12,2500,1,2,0,dobry
200,'\'(-inf-30.4]\'',mezczyzna,17,985,3,11,0,dobry
1000,'\'(30.4-42.8]\'',mezczyzna,11,2258,3,74,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,1090.14,2,74,48,dobry
649.84,'\'(55.2-67.6]\'',kobieta,11,1680,3,69,48,dobry
238.78,'\'(42.8-55.2]\'',kobieta,11,1700,3,206,48,dobry
500,'\'(67.6-inf)\'',kobieta,13,1072,3,153,48,dobry
300,'\'(67.6-inf)\'',kobieta,13,729.03,3,259,48,dobry
500,'\'(67.6-inf)\'',kobieta,16,1124,0,137,48,zly
200,'\'(55.2-67.6]\'',kobieta,16,1389,2,90,48,dobry
381.29,'\'(67.6-inf)\'',kobieta,13,1291.18,3,78,48,dobry
200,'\'(55.2-67.6]\'',mezczyzna,16,763.38,2,212,48,dobry
900,'\'(55.2-67.6]\'',kobieta,13,1370,2,75,48,dobry
900,'\'(-inf-30.4]\'',mezczyzna,12,1700,0,4,7,zly
500,'\'(42.8-55.2]\'',mezczyzna,11,2080,3,321,48,dobry
1500,'\'(55.2-67.6]\'',mezczyzna,98,3000,0,68,48,dobry
300,'\'(55.2-67.6]\'',mezczyzna,11,3000,3,213,48,dobry
200,'\'(-inf-30.4]\'',kobieta,11,1373.34,0,57,48,dobry
200,'\'(-inf-30.4]\'',kobieta,17,1200,3,165,16,dobry
300,'\'(42.8-55.2]\'',kobieta,16,685,1,40,48,dobry
400,'\'(55.2-67.6]\'',kobieta,13,850,2,66,48,dobry
400,'\'(42.8-55.2]\'',kobieta,12,1700,3,53,0,dobry
500,'\'(42.8-55.2]\'',kobieta,17,990,3,71,15,dobry
600,'\'(30.4-42.8]\'',kobieta,11,2400,2,113,48,dobry
296.54,'\'(30.4-42.8]\'',mezczyzna,12,1030,0,3,20,zly
903.23,'\'(30.4-42.8]\'',kobieta,11,1900,2,179,48,dobry
500,'\'(55.2-67.6]\'',mezczyzna,16,1600,1,10,48,dobry
500,'\'(-inf-30.4]\'',kobieta,12,1447,3,19,4,dobry
300,'\'(55.2-67.6]\'',kobieta,13,810,3,31,48,dobry
400,'\'(42.8-55.2]\'',kobieta,11,2368.57,1,414,48,dobry
378,'\'(-inf-30.4]\'',kobieta,11,1500,0,22,48,dobry
300,'\'(42.8-55.2]\'',mezczyzna,12,1375.47,0,4,3,dobry
500,'\'(42.8-55.2]\'',kobieta,11,4900,1,9,48,dobry
200,'\'(67.6-inf)\'',kobieta,13,1017,3,161,48,dobry
600,'\'(42.8-55.2]\'',mezczyzna,16,588,3,426,48,dobry
