@relation 'XXXXXXL3 2'

@attribute 'kwota kredytu' numeric
@attribute wiek numeric
@attribute plec {mezczyzna,kobieta}
@attribute 'rodzaj zrodla dochodu' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'okres w jakim pobieral dochod' numeric
@attribute 'okres w jakim bedzie pobieral dochod' numeric
@attribute 'opoznienie splaty' numeric

@data
300,26,mezczyzna,11,1459,1,8,48,6
500,59,kobieta,13,936,1,30,48,0
400,61,kobieta,13,1090.14,3,75,48,2
200,67,mezczyzna,16,1600,2,11,48,0
200,74,kobieta,13,1026,4,250,48,0
416.61,52,mezczyzna,11,2011,0,213,48,13
600,55,mezczyzna,16,588,0,427,48,2
300,57,kobieta,13,1240,0,70,48,2
400,60,kobieta,13,1170,2,78,48,0
300,48,kobieta,11,1077.49,3,376,48,2
200,26,kobieta,12,1100,0,14,3,4
200,52,kobieta,16,685,0,41,48,0
300,48,mezczyzna,13,3900,4,29,48,0
300,65,kobieta,13,1350,2,111,48,0
387.31,43,mezczyzna,12,1952.35,3,3,8,0
200,52,mezczyzna,11,1300,0,457,48,0
400,56,mezczyzna,11,1842.86,2,6,48,0
250,57,kobieta,16,1589,0,26,48,0
275.97,41,kobieta,11,1000,3,61,48,14
200,24,mezczyzna,12,1000,4,11,14,0
600,65,mezczyzna,13,1217,0,50,48,0
200,51,mezczyzna,12,1030,0,8,48,3
200,68,kobieta,13,1134.96,0,162,48,0
200,63,kobieta,16,1389,3,91,48,0
300,45,mezczyzna,12,1375.47,1,5,2,0
500,62,kobieta,13,2051,0,139,48,0
378.91,70,kobieta,13,1291.18,4,79,48,0
500,62,kobieta,13,1691.3,0,73,48,3
350,53,kobieta,17,1031,2,51,9,2598
586.65,57,kobieta,11,1680,4,70,48,2
200,73,mezczyzna,13,910.33,3,164,48,7
800,57,mezczyzna,12,2500,2,3,0,0
200,54,kobieta,11,1077,0,185,48,0
238.78,53,kobieta,11,1700,4,207,48,0
200,30,kobieta,11,1373.34,1,58,48,1
662.69,29,mezczyzna,11,2837,0,127,48,2598
400,54,kobieta,12,1700,4,54,1,0
300,77,kobieta,13,1300,0,195,48,0
300,57,mezczyzna,11,1800,0,162,48,0
400,65,kobieta,13,850,3,67,48,2
200,24,kobieta,17,1200,4,166,15,0
350,63,mezczyzna,13,1601.87,0,45,48,6
500,51,kobieta,11,1700,3,309,48,0
300,43,kobieta,11,1400,4,24,48,2
200,65,kobieta,13,910,4,69,48,0
200,53,mezczyzna,11,2094.17,0,243,48,0
300,49,mezczyzna,12,1000,1,42,20,1
200,61,kobieta,13,1200.29,1,21,48,0
400,61,kobieta,13,1280,4,16,48,2
300,42,kobieta,11,1286.16,0,118,48,0
200,65,kobieta,13,1216,4,142,48,0
500,56,mezczyzna,13,1900,4,151,48,5
200,42,mezczyzna,11,2200,0,42,48,0
500,58,mezczyzna,16,1770,4,89,48,0
200,71,kobieta,13,722.05,3,199,48,0
200,70,kobieta,16,1235,0,33,48,0
385.97,54,kobieta,11,1721.7,4,121,48,0
400,50,mezczyzna,11,1800,0,262,48,0
400,44,mezczyzna,12,1963.88,3,5,0,0
400,36,mezczyzna,11,3898,0,182,48,0
300,72,mezczyzna,13,1870,0,85,48,0
300,78,kobieta,13,1239.98,1,258,48,0
200,53,kobieta,12,984.34,3,17,3,4
500,29,kobieta,12,1447,4,21,3,1
300,60,kobieta,13,810,4,32,48,3
400,56,kobieta,11,1730.13,2,195,48,3
322.07,35,kobieta,11,2709.34,4,183,48,0
400,35,kobieta,11,2899.34,0,122,48,0
227.08,59,kobieta,11,1906.42,2,214,48,7
561.15,69,kobieta,13,1072,4,154,48,292
500,59,kobieta,13,1400,0,54,48,385
600,61,kobieta,13,1050,4,140,48,0
600,30,mezczyzna,11,2700,4,64,48,0
200,27,mezczyzna,17,728,4,101,31,3
300,21,kobieta,12,1634,2,11,0,3
500,22,mezczyzna,17,1896,0,34,0,2593
300,22,mezczyzna,12,1029,0,3,7,2593
200,46,mezczyzna,11,1566.82,0,353,48,0
800,61,kobieta,13,1820,4,69,48,0
200,70,kobieta,13,907,2,237,48,2
200,25,mezczyzna,12,1100,1,33,27,9
400,39,kobieta,11,1239.05,1,206,48,6
200,31,kobieta,12,1865,1,19,2,5
400,52,kobieta,98,3000,0,85,48,2
500,35,kobieta,11,2400,3,114,48,4
300,27,kobieta,11,901,3,40,48,387
300,65,mezczyzna,13,2110,4,102,48,1
400,64,kobieta,13,1015,4,110,48,2591
400,53,kobieta,11,2368.57,2,415,48,0
300,39,kobieta,11,2505,0,165,48,0
200,56,kobieta,17,1100,2,27,7,0
255.49,55,kobieta,16,1072.89,4,123,48,0
200,52,kobieta,99,1100,1,51,0,1
600,59,kobieta,13,1400,0,249,48,1
200,51,kobieta,99,598,0,1,4,0
200,75,kobieta,13,1000,0,213,48,0
200,71,kobieta,13,785,0,64,48,0
400,75,kobieta,13,1900,0,122,48,0
500,37,kobieta,11,2700,4,122,48,0
500,32,kobieta,11,3100,4,122,48,0
500,48,kobieta,11,1800,4,53,48,1
200,47,kobieta,11,1493.98,3,365,48,0
200,51,kobieta,11,932.34,4,399,48,0
600,43,kobieta,11,1443,4,33,48,0
300,26,kobieta,12,1300,3,7,4,2
300,22,kobieta,12,1500,3,3,0,2
492.01,35,kobieta,98,4000,4,18,48,10
400,53,kobieta,16,1362,4,29,48,0
300,58,kobieta,13,1244.77,4,39,48,4
700,58,kobieta,13,1872,4,34,48,2
200,63,kobieta,16,1340,0,163,48,0
300,67,mezczyzna,13,1573,0,89,48,1
200,46,kobieta,98,2200,4,25,48,0
300,30,mezczyzna,12,1637,0,52,48,0
395.77,63,kobieta,13,1668,4,92,48,0
201.4,60,kobieta,13,1107,2,14,48,9
200,39,kobieta,12,1048.27,0,2,17,13
300,61,kobieta,13,2282,0,25,48,0
417,26,kobieta,11,1500,0,24,48,133
300,57,kobieta,16,634.64,3,137,48,0
500,24,mezczyzna,11,2327.94,0,34,48,0
575.74,32,mezczyzna,11,2050,4,119,48,10
300,46,kobieta,98,911,4,99,48,1
200,61,kobieta,13,992.96,0,11,48,0
300,29,mezczyzna,11,1000,4,57,48,1
200,70,kobieta,13,865,4,128,48,0
300,54,mezczyzna,11,2100,1,37,48,2
300,49,kobieta,11,992.84,4,122,48,0
200,56,kobieta,99,780,0,0,2,0
500,60,mezczyzna,11,2100,3,189,48,0
600,59,kobieta,13,1370,3,76,48,0
371.45,61,mezczyzna,13,1500,4,23,48,1
200,30,kobieta,12,980,4,10,1,4
600,54,kobieta,11,1300,1,68,48,19
500,36,kobieta,11,1700,3,199,48,69
500,60,kobieta,13,1310,0,79,48,5
200,50,mezczyzna,16,1045,3,201,48,3
600,33,kobieta,12,1540,1,39,1,5
200,56,kobieta,11,983.97,2,78,48,5
300,45,kobieta,12,1038.68,0,20,6,0
295.24,45,kobieta,12,1032,4,38,3,4
300,44,mezczyzna,11,3300,0,239,48,0
400,67,kobieta,13,815,1,146,48,0
246.99,52,kobieta,11,1400,4,163,48,0
200,29,mezczyzna,12,1521,0,20,11,0
400,34,kobieta,11,980.11,1,45,48,6
300,26,mezczyzna,12,1800,0,53,48,0
500,50,kobieta,17,990,0,72,14,0
400,63,mezczyzna,11,2600,0,136,48,0
200,54,mezczyzna,11,1460.17,1,61,48,11
450,68,mezczyzna,13,2000,4,44,48,12
500,66,mezczyzna,16,1151,0,365,48,311
400,65,mezczyzna,16,1473.04,1,167,48,0
500,58,kobieta,13,720,1,235,48,101
200,53,kobieta,16,749.28,4,65,48,0
300,70,mezczyzna,13,1420,0,53,48,4
895.59,47,mezczyzna,11,2500,0,206,48,4
300,52,kobieta,11,1400,0,163,48,0
500,62,kobieta,13,962,0,65,48,3
300,71,mezczyzna,13,1426,4,78,48,0
300,63,kobieta,13,1100,1,106,48,0
200,48,kobieta,11,967.64,3,323,48,0
700,62,kobieta,13,3700,4,26,48,0
300,71,mezczyzna,13,1772.53,1,284,48,4
300,69,kobieta,13,1016,0,191,48,0
348.19,59,mezczyzna,11,2947,4,53,48,2584
407.31,68,kobieta,16,980,4,132,48,9
500,61,kobieta,13,1362,4,56,48,14
300,72,kobieta,13,2100,1,162,48,282
500,62,kobieta,13,1900,4,89,48,0
328,60,mezczyzna,12,1000,4,12,2,0
328.32,50,kobieta,12,1000,4,32,3,0
277.34,39,kobieta,11,1770,4,88,48,2
500,57,kobieta,11,2249.14,0,244,48,155
350,78,mezczyzna,13,1519,1,257,48,0
500,53,mezczyzna,11,2080,0,322,48,0
200,48,kobieta,17,1079,0,29,9,0
200,56,kobieta,98,980,3,9,48,0
400,50,kobieta,11,1577.42,1,207,48,23
700,61,kobieta,13,2066,4,130,48,2
800,56,kobieta,13,580,4,120,48,2584
600,50,kobieta,11,3200,4,54,48,0
300,45,mezczyzna,12,670,4,9,3,0
200,54,kobieta,11,1400,4,118,48,2
200,39,mezczyzna,11,1300,4,45,48,0
284.19,37,kobieta,98,1200,4,46,48,2
